"~start_node_id","~start_node_labels","~start_node_property_name","~start_node_property_id","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name","~end_node_property_Relates-To","~end_node_property_id","~end_node_property_Citation","~end_node_property_Specs","~end_node_property_Paragraphs","~start_node_property_Relates-To","~start_node_property_Citation","~start_node_property_Specs","~start_node_property_Paragraphs","~start_node_property_type","~start_node_property_filename","~start_node_property_timestamp","~end_node_property_type"
"4:7856e765-51e7-420d-bd24-570ba6669a83:448","ChapterContainer","body-chapters","body-chapters","CONTAINS_CHAPTER","4:7856e765-51e7-420d-bd24-570ba6669a83:457","Chapter","Characters, Glyphs, and Writing Modes",,"WD",,,,,,,,"Chapter Group",,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:542","Section","Contextual Information","CCAH","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:30","Section","The Profile Description","['CC','CCAH','PH','PHDH','MS','PHDH','transpo']","HD4","Unpack BIB cites here","nf:specPuller() coming here","['The profileDesc element is the third major subdivision of the TEI header. It is an optional element','the purpose of which is to enable information characterizing various descriptive aspects of a text or a corpus to be recorded within a single unified framework. In principle','almost any component of the header might be of importance as a means of characterizing a text. The author of a written text','its title or its date of publication','may all be regarded as characterizing it at least as strongly as any of the parameters discussed in this section. The rule of thumb applied has been to exclude from discussion here most of the information which generally forms part of a standard bibliographic style description','if only because such information has already been included elsewhere in the TEI header. The profileDesc element contains elements taken from the model.profileDescPart class. The default members of this class are the following : These elements are further described in the remainder of this section.When the corpus module described in chapter CC (Language Corpora) is included in a schema','three further elements become available within the profileDesc element: For descriptions of these elements','see section CCAH (Contextual Information) .When the transcr module for the transcription of primary sources described in chapter PH (Representation of Primary Sources) is included in a schema','the following elements become available within the profileDesc element: For a description of the handNotes element','see section PHDH (Document Hands) . Its purpose is to group together a number of handNote elements','each of which describes a different hand or equivalent identified within a manuscript. The handNote element can also appear within a structured manuscript description','when the msdescription module described in chapter MS (Manuscript Description) is included in a schema. For this reason','the handNote element is actually declared within the header module','but is only accessible to a schema when one or other of the transcr or msdescription modules is included in a schema. See further the discussion at PHDH (Document Hands) . The listTranspose element is discussed in detail in section transpo (Transpositions) .']","['HD','CCAS','HD','HD2','HD5','HD4','HD6','HD','HD4']","Unpack BIB cites here","nf:specPuller() coming here","['Contextual information is of particular importance for collections or corpora composed of samples from a variety of different kinds of text. Examples of such contextual information include: the age','sex','and geographical origins of participants in a language interaction','or their socio-economic status; the cost and publication data of a newspaper; the topic','register or factuality of an extract from a textbook. Such information may be of the first importance','whether as an organizing principle in creating a corpus (for example','to ensure that the range of values in such a parameter is evenly represented throughout the corpus','or represented proportionately to the population being sampled)','or as a selection criterion in analysing the corpus (for example','to investigate the language usage of some particular vector of social characteristics).Such contextual information is potentially of equal importance for unitary texts','and these Guidelines accordingly make no particular distinction between the kinds of information which should be gathered for unitary and for composite texts. In either case','the information should be recorded in the appropriate section of a TEI header','as described in chapter HD (The TEI Header) . In the case of language corpora','such information may be gathered together in the overall corpus header','or split across all the component texts of a corpus','in their individual headers','or divided between the two. The association between an individual corpus text and the contextual information applicable to it may be made in a number of ways','as further discussed in section CCAS (Associating Contextual Information with a Text) below.Chapter HD (The TEI Header) ','which should be read in conjunction with the present section','describes in full the range of elements available for the encoding of information relating to the electronic file itself','for example its bibliographic description and those of the source or sources from which it was derived (see section HD2 (The File Description) ); information about the encoding practices followed with the corpus','for example its design principles','editorial practices','reference system','etc. (see section HD5 (The Encoding Description) ); more detailed descriptive information about the creation and content of the corpus','such as the languages used within it and any descriptive classification system used (see section HD4 (The Profile Description) ); and version information documenting any changes made in the electronic text (see section HD6 (The Revision Description) ).In addition to the elements defined by chapter HD (The TEI Header) ','several other elements can be used in the TEI header if the additional module defined by this chapter is invoked. These additional tags make it possible to characterize the social or other situation within which a language interaction takes place or is experienced','the physical setting of a language interaction','and the participants in it. Though this information may be relevant to','and provided for','unitary texts as well as for collections or corpora','it is more often recorded for the components of systematically developed corpora than for isolated texts','and thus this module is referred to as being for language corpora.When the module defined in this chapter is included in a schema','a number of additional elements become available within the profileDesc element of the TEI header (discussed in section HD4 (The Profile Description) ). These elements','members of the model.profileDescPart','are discussed in the remainder of the chapter.']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:551","Section","Linguistic Annotation","AILA","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:28","Chapter","Transcriptions of Speech",,"TS",,,,"['CO','DS','VE','DR','TS','DI','CC','HD','CCAH','HD53','CCAS']","Unpack BIB cites here","nf:specPuller() coming here","['By linguistic annotation we mean here any annotation determined by an analysis of linguistic features of the text','excluding as borderline cases both the formal structural properties of the text (e.g. its division into chapters or paragraphs) and descriptive information about its context (the circumstances of its production','its genre or medium). The structural properties of any TEI-conformant text should be represented using the structural elements discussed elsewhere in this chapter and in chapters CO (Elements Available in All TEI Documents) ','DS (Default Text Structure) ','VE (Verse) ','DR (Performance Texts) ','TS (Transcriptions of Speech) ','DI (Dictionaries) ','and CC (Language Corpora) . The contextual properties of a TEI text are fully documented in the TEI header','which is discussed in chapter HD (The TEI Header) ','and in section CCAH (Contextual Information) . Other forms of linguistic annotation may be applied at a number of levels in a text. A code (such as a word-class or part-of-speech code) may be associated with each word or token','or with groups of such tokens','which may be continuous','discontinuous','or nested. A code may also be associated with relationships (such as cohesion) perceived as existing between distinct parts of a text. The codes themselves may stand for discrete and non-decomposable categories','or they may represent highly articulated bundles of textual features. Their function may be to place the annotated part of the text somewhere within a narrowly linguistic or discoursal domain of analysis','or within a more general semantic field','or any combination drawn from these and other domains. The manner by which such annotations are generated and attached to the text may be entirely automatic','entirely manual or a mixture. The ease and accuracy with which analysis may be automated may vary with the level at which the annotation is attached. The method employed should be documented in the interpretation element within the encoding description of the TEI header','as described in section HD53 (The Editorial Practices Declaration) . Where different parts of a language corpus have used different annotation methods','the decls attribute may be used to indicate the fact','as further discussed in section CCAS (Associating Contextual Information with a Text) .']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:65","Subsection","Components of Bibliographic References","COBICO","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:76","NestedSubsection","Series Information",,"COBICOS",,,,"['COBICOO']",,,"['This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:67","Subsection","Object Description","msph1","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:98","NestedSubsection","Layout Description",,"msphla",,,,"['msphrase']",,,"['The objectDesc element is used to group together those parts of the physical description which relate specifically to the text-bearing object','its format','constitution','layout','etc. The objectDesc element is used for grouping elements relating to the physicality of a text-bearing object as part of a manuscript description. If a full description of an object (text-bearing or not) is desired','the more general object element may be preferred. The form attribute is used to indicate the specific type of writing vehicle being described','for example','as a codex','roll','tablet','etc. If used it must appear first in the sequence of specialized elements. The objectDesc element has two parts: a description of the support','i.e. the physical carrier on which the text is inscribed; and a description of the layout','i.e. the way text is organized on the carrier. Taking these in turn','the description of the support is tagged using the following elements','each of which is discussed in more detail below: Each of these elements contains paragraphs relating to the topic concerned. Within these paragraphs','phrase-level elements (in particular those discussed above at msphrase (Phrase-level Elements) )','may be used to tag specific terms of interest if so desired. Mostly paper','with watermarks unicorn (Briquet 9993) and ox (close to Briquet 2785). The first and last leaf of each quire','with the exception of quires xvi and xviii','are constituted by bifolia of parchment','and all seven miniatures have been painted on inserted singletons of parchment. This example combines information which might alternatively be more precisely tagged using the more specific elements described in the following subsections.','The objectDesc element is used to group together those parts of the physical description which relate specifically to the text-bearing object','its format','constitution','layout','etc. The objectDesc element is used for grouping elements relating to the physicality of a text-bearing object as part of a manuscript description. If a full description of an object (text-bearing or not) is desired','the more general object element may be preferred. The form attribute is used to indicate the specific type of writing vehicle being described','for example','as a codex','roll','tablet','etc. If used it must appear first in the sequence of specialized elements. The objectDesc element has two parts: a description of the support','i.e. the physical carrier on which the text is inscribed; and a description of the layout','i.e. the way text is organized on the carrier. Taking these in turn','the description of the support is tagged using the following elements','each of which is discussed in more detail below: Each of these elements contains paragraphs relating to the topic concerned. Within these paragraphs','phrase-level elements (in particular those discussed above at msphrase (Phrase-level Elements) )','may be used to tag specific terms of interest if so desired. Mostly paper','with watermarks unicorn (Briquet 9993) and ox (close to Briquet 2785). The first and last leaf of each quire','with the exception of quires xvi and xviii','are constituted by bifolia of parchment','and all seven miniatures have been painted on inserted singletons of parchment. This example combines information which might alternatively be more precisely tagged using the more specific elements described in the following subsections.','The objectDesc element is used to group together those parts of the physical description which relate specifically to the text-bearing object','its format','constitution','layout','etc. The objectDesc element is used for grouping elements relating to the physicality of a text-bearing object as part of a manuscript description. If a full description of an object (text-bearing or not) is desired','the more general object element may be preferred. The form attribute is used to indicate the specific type of writing vehicle being described','for example','as a codex','roll','tablet','etc. If used it must appear first in the sequence of specialized elements. The objectDesc element has two parts: a description of the support','i.e. the physical carrier on which the text is inscribed; and a description of the layout','i.e. the way text is organized on the carrier. Taking these in turn','the description of the support is tagged using the following elements','each of which is discussed in more detail below: Each of these elements contains paragraphs relating to the topic concerned. Within these paragraphs','phrase-level elements (in particular those discussed above at msphrase (Phrase-level Elements) )','may be used to tag specific terms of interest if so desired. Mostly paper','with watermarks unicorn (Briquet 9993) and ox (close to Briquet 2785). The first and last leaf of each quire','with the exception of quires xvi and xviii','are constituted by bifolia of parchment','and all seven miniatures have been painted on inserted singletons of parchment. This example combines information which might alternatively be more precisely tagged using the more specific elements described in the following subsections.']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:448","ChapterContainer","body-chapters","body-chapters","CONTAINS_CHAPTER","4:7856e765-51e7-420d-bd24-570ba6669a83:458","Chapter","Verse",,"VE",,,,,,,,"Chapter Group",,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:551","Section","Linguistic Annotation","AILA","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:233","Chapter","Dictionaries",,"DI",,,,"['CO','DS','VE','DR','TS','DI','CC','HD','CCAH','HD53','CCAS']","Unpack BIB cites here","nf:specPuller() coming here","['By linguistic annotation we mean here any annotation determined by an analysis of linguistic features of the text','excluding as borderline cases both the formal structural properties of the text (e.g. its division into chapters or paragraphs) and descriptive information about its context (the circumstances of its production','its genre or medium). The structural properties of any TEI-conformant text should be represented using the structural elements discussed elsewhere in this chapter and in chapters CO (Elements Available in All TEI Documents) ','DS (Default Text Structure) ','VE (Verse) ','DR (Performance Texts) ','TS (Transcriptions of Speech) ','DI (Dictionaries) ','and CC (Language Corpora) . The contextual properties of a TEI text are fully documented in the TEI header','which is discussed in chapter HD (The TEI Header) ','and in section CCAH (Contextual Information) . Other forms of linguistic annotation may be applied at a number of levels in a text. A code (such as a word-class or part-of-speech code) may be associated with each word or token','or with groups of such tokens','which may be continuous','discontinuous','or nested. A code may also be associated with relationships (such as cohesion) perceived as existing between distinct parts of a text. The codes themselves may stand for discrete and non-decomposable categories','or they may represent highly articulated bundles of textual features. Their function may be to place the annotated part of the text somewhere within a narrowly linguistic or discoursal domain of analysis','or within a more general semantic field','or any combination drawn from these and other domains. The manner by which such annotations are generated and attached to the text may be entirely automatic','entirely manual or a mixture. The ease and accuracy with which analysis may be automated may vary with the level at which the annotation is attached. The method employed should be documented in the interpretation element within the encoding description of the TEI header','as described in section HD53 (The Editorial Practices Declaration) . Where different parts of a language corpus have used different annotation methods','the decls attribute may be used to indicate the fact','as further discussed in section CCAS (Associating Contextual Information with a Text) .']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:65","Subsection","Components of Bibliographic References","COBICO","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:77","NestedSubsection","Related Items",,"COBIRI",,,,"['COBICOO']",,,"['This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:448","ChapterContainer","body-chapters","body-chapters","CONTAINS_CHAPTER","4:7856e765-51e7-420d-bd24-570ba6669a83:459","Chapter","Performance Texts",,"DR",,,,,,,,"Chapter Group",,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:551","Section","Linguistic Annotation","AILA","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:239","Chapter","Language Corpora",,"CC",,,,"['CO','DS','VE','DR','TS','DI','CC','HD','CCAH','HD53','CCAS']","Unpack BIB cites here","nf:specPuller() coming here","['By linguistic annotation we mean here any annotation determined by an analysis of linguistic features of the text','excluding as borderline cases both the formal structural properties of the text (e.g. its division into chapters or paragraphs) and descriptive information about its context (the circumstances of its production','its genre or medium). The structural properties of any TEI-conformant text should be represented using the structural elements discussed elsewhere in this chapter and in chapters CO (Elements Available in All TEI Documents) ','DS (Default Text Structure) ','VE (Verse) ','DR (Performance Texts) ','TS (Transcriptions of Speech) ','DI (Dictionaries) ','and CC (Language Corpora) . The contextual properties of a TEI text are fully documented in the TEI header','which is discussed in chapter HD (The TEI Header) ','and in section CCAH (Contextual Information) . Other forms of linguistic annotation may be applied at a number of levels in a text. A code (such as a word-class or part-of-speech code) may be associated with each word or token','or with groups of such tokens','which may be continuous','discontinuous','or nested. A code may also be associated with relationships (such as cohesion) perceived as existing between distinct parts of a text. The codes themselves may stand for discrete and non-decomposable categories','or they may represent highly articulated bundles of textual features. Their function may be to place the annotated part of the text somewhere within a narrowly linguistic or discoursal domain of analysis','or within a more general semantic field','or any combination drawn from these and other domains. The manner by which such annotations are generated and attached to the text may be entirely automatic','entirely manual or a mixture. The ease and accuracy with which analysis may be automated may vary with the level at which the annotation is attached. The method employed should be documented in the interpretation element within the encoding description of the TEI header','as described in section HD53 (The Editorial Practices Declaration) . Where different parts of a language corpus have used different annotation methods','the decls attribute may be used to indicate the fact','as further discussed in section CCAS (Associating Contextual Information with a Text) .']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:65","Subsection","Components of Bibliographic References","COBICO","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:78","NestedSubsection","Notes and Statement of Language",,"COBICON",,,,"['COBICOO']",,,"['This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:448","ChapterContainer","body-chapters","body-chapters","CONTAINS_CHAPTER","4:7856e765-51e7-420d-bd24-570ba6669a83:28","Chapter","Transcriptions of Speech",,"TS",,,,,,,,"Chapter Group",,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:551","Section","Linguistic Annotation","AILA","RELATES_TO","4:7856e765-51e7-420d-bd24-570ba6669a83:454","Chapter","The TEI Header",,"HD",,,,"['CO','DS','VE','DR','TS','DI','CC','HD','CCAH','HD53','CCAS']","Unpack BIB cites here","nf:specPuller() coming here","['By linguistic annotation we mean here any annotation determined by an analysis of linguistic features of the text','excluding as borderline cases both the formal structural properties of the text (e.g. its division into chapters or paragraphs) and descriptive information about its context (the circumstances of its production','its genre or medium). The structural properties of any TEI-conformant text should be represented using the structural elements discussed elsewhere in this chapter and in chapters CO (Elements Available in All TEI Documents) ','DS (Default Text Structure) ','VE (Verse) ','DR (Performance Texts) ','TS (Transcriptions of Speech) ','DI (Dictionaries) ','and CC (Language Corpora) . The contextual properties of a TEI text are fully documented in the TEI header','which is discussed in chapter HD (The TEI Header) ','and in section CCAH (Contextual Information) . Other forms of linguistic annotation may be applied at a number of levels in a text. A code (such as a word-class or part-of-speech code) may be associated with each word or token','or with groups of such tokens','which may be continuous','discontinuous','or nested. A code may also be associated with relationships (such as cohesion) perceived as existing between distinct parts of a text. The codes themselves may stand for discrete and non-decomposable categories','or they may represent highly articulated bundles of textual features. Their function may be to place the annotated part of the text somewhere within a narrowly linguistic or discoursal domain of analysis','or within a more general semantic field','or any combination drawn from these and other domains. The manner by which such annotations are generated and attached to the text may be entirely automatic','entirely manual or a mixture. The ease and accuracy with which analysis may be automated may vary with the level at which the annotation is attached. The method employed should be documented in the interpretation element within the encoding description of the TEI header','as described in section HD53 (The Editorial Practices Declaration) . Where different parts of a language corpus have used different annotation methods','the decls attribute may be used to indicate the fact','as further discussed in section CCAS (Associating Contextual Information with a Text) .']",,,,
"4:7856e765-51e7-420d-bd24-570ba6669a83:65","Subsection","Components of Bibliographic References","COBICO","HAS_NESTED_SUBSECTION","4:7856e765-51e7-420d-bd24-570ba6669a83:79","NestedSubsection","Order of Components within References",,"COBICOO",,,,"['COBICOO']",,,"['This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).','This section discusses commonly occurring components of bibliographic references and elements used for encoding them. They fall into four groups: elements for grouping components of the analytic','monographic','and series levels in a structured bibliographic reference titles of various kinds','and statements of intellectual responsibility (authorship','etc.) information relating to the publication','pagination','etc. of an item (most of these constitute the default members of the model.biblPart class) annotation','commentary','and further detail The following sections describe the elements which may be used to represent such information within a bibl or biblStruct element. Within the former','elements from the model.biblPart class','other phrase-level elements','and plain text may be combined without other constraint; within the latter','such of these elements as exist for a given reference must be distinguished','and must also be presented in a specific order','discussed further below (section COBICOO (Order of Components within References) ).']",,,,
